v10,u_curr,v_curr,elevation,target
-1.7038879,-0.24414062,-0.09472656,237.0,0
-1.9421692,-0.24414062,-0.09472656,153.0,0
-1.728302,-0.24414062,-0.09472656,233.0,0
-1.790802,-0.24414062,-0.09472656,360.0,0
-1.9167786,-0.24414062,-0.09472656,340.0,0
-2.181427,-0.24414062,-0.09472656,530.0,0
-3.6772614,-0.41015625,-0.0625,-120.0,0
-3.265152,-0.35839844,-0.0087890625,-110.0,0
-2.3667145,-0.2529297,-0.091796875,-91.0,0
-1.8881989,-0.24414062,-0.09472656,116.0,0
-1.8637848,-0.24414062,-0.09472656,193.0,0
-2.702652,-0.21875,-0.115234375,-60.0,0
-2.5415192,-0.24414062,-0.09472656,51.0,0
-1.6616364,-0.24414062,-0.09472656,176.0,0
-1.9135895,-0.24414062,-0.09472656,166.0,0
-1.8579254,-0.24414062,-0.09472656,237.0,0
-1.9878082,-0.24414062,-0.09472656,153.0,0
-1.8354645,-0.24414062,-0.09472656,233.0,0
-1.8725739,-0.24414062,-0.09472656,360.0,0
-1.8774567,-0.24414062,-0.09472656,340.0,0
-1.9360504,-0.24414062,-0.09472656,530.0,0
-3.7810516,-0.3876953,-0.028320312,-120.0,0
-3.4294891,-0.34765625,0.0234375,-110.0,0
-2.5535126,-0.24511719,-0.076171875,-91.0,0
-1.9978485,-0.24414062,-0.09472656,116.0,0
-1.9958954,-0.24414062,-0.09472656,193.0,0
-2.8279266,-0.22949219,-0.08496094,-60.0,0
-2.5876923,-0.24414062,-0.09472656,51.0,0
-1.7273407,-0.24414062,-0.09472656,176.0,0
-1.7722626,-0.24414062,-0.09472656,166.0,0
-1.6648407,-0.24414062,-0.09472656,237.0,0
-1.9470673,-0.24414062,-0.09472656,153.0,0
-1.7107391,-0.24414062,-0.09472656,233.0,0
-1.599411,-0.24414062,-0.09472656,360.0,0
-1.4236298,-0.24414062,-0.09472656,340.0,0
-1.2761688,-0.24414062,-0.09472656,530.0,0
-3.690918,-0.35742188,-0.0,-120.0,0
-3.3793945,-0.3330078,0.05078125,-110.0,0
-2.4331055,-0.23535156,-0.0625,-91.0,0
-1.6733398,-0.24414062,-0.09472656,116.0,0
-1.4643555,-0.24414062,-0.09472656,193.0,0
-2.7543945,-0.23828125,-0.055664062,-60.0,0
-2.4018555,-0.24414062,-0.09472656,51.0,0
-1.4370117,-0.24414062,-0.09472656,176.0,0
-1.269043,-0.24414062,-0.09472656,166.0,0
-1.0668945,-0.24414062,-0.09472656,237.0,0
-1.7075195,-0.24414062,-0.09472656,153.0,0
-1.3540039,-0.24414062,-0.09472656,233.0,0
-1.1713867,-0.24414062,-0.09472656,360.0,0
-0.9370117,-0.24414062,-0.09472656,340.0,0
-0.83447266,-0.24414062,-0.09472656,530.0,0
-3.6524963,-0.3203125,0.01953125,-120.0,0
-3.325348,-0.31347656,0.072265625,-110.0,0
-2.2862854,-0.22265625,-0.051757812,-91.0,0
-1.2657776,-0.24414062,-0.09472656,116.0,0
-0.6437073,-0.24414062,-0.09472656,193.0,0
-2.7198792,-0.2421875,-0.029296875,-60.0,0
-2.289215,-0.24414062,-0.09472656,51.0,0
-1.209137,-0.24414062,-0.09472656,176.0,0
-0.8360901,-0.24414062,-0.09472656,166.0,0
-0.85269165,-0.24414062,-0.09472656,237.0,0
-1.5626526,-0.24414062,-0.09472656,153.0,0
-1.1319885,-0.24414062,-0.09472656,233.0,0
-0.9005432,-0.24414062,-0.09472656,360.0,0
-0.80874634,-0.24414062,-0.09472656,340.0,0
-0.8878479,-0.24414062,-0.09472656,530.0,0
-3.7781067,-0.27929688,0.026367188,-120.0,0
-3.3523254,-0.2890625,0.08300781,-110.0,0
-2.2068176,-0.20800781,-0.048828125,-91.0,0
-1.040802,-0.24414062,-0.09472656,116.0,0
-0.2859192,-0.24414062,-0.09472656,193.0,0
-2.6706848,-0.24023438,-0.0087890625,-60.0,0
-2.2429504,-0.24414062,-0.09472656,51.0,0
-1.072052,-0.24414062,-0.09472656,176.0,0
-0.56326294,-0.24414062,-0.09472656,166.0,0
-0.65896606,-0.24414062,-0.09472656,237.0,0
-1.4167786,-0.24414062,-0.09472656,153.0,0
-0.993927,-0.24414062,-0.09472656,233.0,0
-0.8318176,-0.24414062,-0.09472656,360.0,0
-0.71365356,-0.24414062,-0.09472656,340.0,0
-0.77615356,-0.24414062,-0.09472656,530.0,0
-3.84729,-0.24023438,0.0234375,-120.0,0
-3.282837,-0.26367188,0.0859375,-110.0,0
-2.1236572,-0.19238281,-0.047851562,-91.0,0
-1.0181885,-0.24414062,-0.09472656,116.0,0
-0.3638916,-0.24414062,-0.09472656,193.0,0
-2.56604,-0.23535156,0.0078125,-60.0,0
-2.2320557,-0.24414062,-0.09472656,51.0,0
-1.1011963,-0.24414062,-0.09472656,176.0,0
-0.72717285,-0.24414062,-0.09472656,166.0,0
-0.979126,-0.24414062,-0.09472656,237.0,0
-1.3668213,-0.24414062,-0.09472656,153.0,0
-1.041626,-0.24414062,-0.09472656,233.0,0
-1.0289307,-0.24414062,-0.09472656,360.0,0
-1.0865479,-0.24414062,-0.09472656,340.0,0
-1.2213135,-0.24414062,-0.09472656,530.0,0
-3.3044434,-0.20703125,0.0126953125,-120.0,0
-2.691162,-0.23925781,0.083984375,-110.0,0
-1.6989746,-0.17773438,-0.046875,-91.0,0
-0.7282715,-0.24414062,-0.09472656,116.0,0
-0.28295898,-0.24414062,-0.09472656,193.0,0
-2.1169434,-0.22851562,0.021484375,-60.0,0
-1.9645996,-0.24414062,-0.09472656,51.0,0
-1.0358887,-0.24414062,-0.09472656,176.0,0
-0.77612305,-0.24414062,-0.09472656,166.0,0
-1.0036621,-0.24414062,-0.09472656,237.0,0
-1.3630371,-0.24414062,-0.09472656,153.0,0
-1.229248,-0.24414062,-0.09472656,233.0,0
-1.2380371,-0.24414062,-0.09472656,360.0,0
-1.2858887,-0.24414062,-0.09472656,340.0,0
-1.3210449,-0.24414062,-0.09472656,530.0,0
-2.5895233,-0.1796875,-0.0068359375,-120.0,0
-1.8912811,-0.21777344,0.076171875,-110.0,0
-1.1656952,-0.1640625,-0.049804688,-91.0,0
-0.39421082,-0.24414062,-0.09472656,116.0,0
-0.26139832,-0.24414062,-0.09472656,193.0,0
-1.5319061,-0.22070312,0.033203125,-60.0,0
-1.5026093,-0.24414062,-0.09472656,51.0,0
-0.88053894,-0.24414062,-0.09472656,176.0,0
-0.7936249,-0.24414062,-0.09472656,166.0,0
-1.0348358,-0.24414062,-0.09472656,237.0,0
-1.3326874,-0.24414062,-0.09472656,153.0,0
-1.3297577,-0.24414062,-0.09472656,233.0,0
-1.3209686,-0.24414062,-0.09472656,360.0,0
-1.4020233,-0.24414062,-0.09472656,340.0,0
-1.3922577,-0.24414062,-0.09472656,530.0,0
-2.3427277,-0.16210938,-0.03125,-120.0,0
-1.723587,-0.19921875,0.060546875,-110.0,0
-1.2675323,-0.15429688,-0.059570312,-91.0,0
-0.64741516,-0.24414062,-0.09472656,116.0,0
-0.68452454,-0.24414062,-0.09472656,193.0,0
-1.4882355,-0.2109375,0.040039062,-60.0,0
-1.449173,-0.24414062,-0.09472656,51.0,0
-1.0849152,-0.24414062,-0.09472656,176.0,0
-1.0419464,-0.24414062,-0.09472656,166.0,0
-1.1933136,-0.24414062,-0.09472656,237.0,0
-1.5927277,-0.24414062,-0.09472656,153.0,0
-1.5800323,-0.24414062,-0.09472656,233.0,0
-1.4130402,-0.24414062,-0.09472656,360.0,0
-1.324173,-0.24414062,-0.09472656,340.0,0
-1.2509308,-0.24414062,-0.09472656,530.0,0
-2.9369965,-0.15429688,-0.0625,-120.0,0
-2.4731293,-0.18652344,0.036132812,-110.0,0
-2.0834808,-0.1484375,-0.076171875,-91.0,0
-1.5580902,-0.24414062,-0.09472656,116.0,0
-1.5756683,-0.24414062,-0.09472656,193.0,0
-2.4750824,-0.19921875,0.038085938,-60.0,0
-2.2690277,-0.24414062,-0.09472656,51.0,0
-1.9194183,-0.24414062,-0.09472656,176.0,0
-1.7739105,-0.24414062,-0.09472656,166.0,0
-1.8139496,-0.24414062,-0.09472656,237.0,0
-2.43602,-0.24414062,-0.09472656,153.0,0
-2.2407074,-0.24414062,-0.09472656,233.0,0
-1.9116058,-0.24414062,-0.09472656,360.0,0
-1.6860199,-0.24414062,-0.09472656,340.0,0
-1.5746918,-0.24414062,-0.09472656,530.0,0
-3.8487244,-0.15722656,-0.09765625,-120.0,0
-3.5450134,-0.18066406,0.0029296875,-110.0,0
-2.8995056,-0.1484375,-0.1015625,-91.0,0
-2.3799744,-0.24414062,-0.09472656,116.0,0
-2.2637634,-0.24414062,-0.09472656,193.0,0
-3.7637634,-0.18847656,0.026367188,-60.0,0
-3.3721619,-0.24414062,-0.09472656,51.0,0
-2.693451,-0.24414062,-0.09472656,176.0,0
-2.4483337,-0.24414062,-0.09472656,166.0,0
-2.4961853,-0.24414062,-0.09472656,237.0,0
-3.4600525,-0.24414062,-0.09472656,153.0,0
-3.0674744,-0.24414062,-0.09472656,233.0,0
-2.5879822,-0.24414062,-0.09472656,360.0,0
-2.3946228,-0.24414062,-0.09472656,340.0,0
-2.391693,-0.24414062,-0.09472656,530.0,0
-4.629257,-0.17089844,-0.13378906,-120.0,0
-4.5286713,-0.18457031,-0.032226562,-110.0,0
-3.69664,-0.15527344,-0.12792969,-91.0,0
-3.1761322,-0.24414062,-0.09472656,116.0,0
-2.8421478,-0.24414062,-0.09472656,193.0,0
-4.7532806,-0.18164062,0.009765625,-60.0,0
-4.239609,-0.24414062,-0.09472656,51.0,0
-3.3108978,-0.24414062,-0.09472656,176.0,0
-2.9857025,-0.24414062,-0.09472656,166.0,0
-3.038437,-0.24414062,-0.09472656,237.0,0
